transition,rel_case1,rel_case2,rel_avg
445,1.0,0.983940704138357,0.9919703520691785
446,1.0,0.9830142063001853,0.9915071031500926
447,1.0,0.983940704138357,0.9919703520691785
448,1.0,1.0,1.0
449,1.0,1.0,1.0
450,1.0,0.9830142063001853,0.9915071031500926
451,1.0,0.983940704138357,0.9919703520691785
452,1.0,1.0,1.0
453,1.0,1.0,1.0
454,1.0,1.0,1.0
455,0.9840783833435395,1.0,0.9920391916717697
456,0.9834660134721371,1.0,0.9917330067360686
457,1.0,1.0,1.0
458,1.0,0.9830142063001853,0.9915071031500926
459,1.0,0.983940704138357,0.9919703520691785
460,1.0,1.0,1.0
461,1.0,1.0,1.0
462,1.0,1.0,1.0
463,0.9840783833435395,1.0,0.9920391916717697
464,0.9834660134721371,1.0,0.9917330067360686
465,1.0,1.0,1.0
466,1.0,1.0,1.0
467,1.0,1.0,1.0
468,1.0,1.0,1.0
469,1.0,1.0,1.0
470,0.9840783833435395,1.0,0.9920391916717697
471,0.9834660134721371,1.0,0.9917330067360686
472,1.0,1.0,1.0
473,1.0,1.0,1.0
474,1.0,1.0,1.0
475,0.9831288343558282,1.0,0.9915644171779141
476,0.9834660134721371,1.0,0.9917330067360686
477,1.0,1.0,1.0
478,1.0,1.0,1.0
479,1.0,1.0,1.0
480,1.0,0.9830142063001853,0.9915071031500926
481,1.0,0.983940704138357,0.9919703520691785
482,1.0,1.0,1.0
483,1.0,1.0,1.0
484,0.9840783833435395,1.0,0.9920391916717697
485,0.9834660134721371,1.0,0.9917330067360686
486,0.9840783833435395,0.9830142063001853,0.9835462948218624
487,0.9834660134721371,0.9699751088985687,0.9767205611853529
488,1.0,0.9756022235948116,0.9878011117974058
489,1.0,1.0,1.0
490,1.0,1.0,1.0
491,1.0,1.0,1.0
492,0.9831288343558282,0.9810676598386096,0.9820982470972188
493,0.9834660134721371,0.9756022235948116,0.9795341185334744
494,1.0,1.0,1.0
495,0.984375,1.0,0.9921875
496,0.9834660134721371,1.0,0.9917330067360686
497,1.0,1.0,1.0
498,1.0,1.0,1.0
499,1.0,1.0,1.0
500,1.0,1.0,1.0
501,1.0,1.0,1.0
502,1.0,1.0,1.0
503,1.0,1.0,1.0
504,1.0,1.0,1.0
505,1.0,1.0,1.0
506,1.0,0.9847920546244568,0.9923960273122284
507,1.0,0.983940704138357,0.9919703520691785
508,1.0,1.0,1.0
509,1.0,1.0,1.0
510,0.9840783833435395,1.0,0.9920391916717697
511,0.9699754901960784,1.0,0.9849877450980392
512,0.9834660134721371,1.0,0.9917330067360686
